"날짜","현재가","오픈","고가","저가","거래량","변동 %"
"2016년 10월 19일","258.21","257.25","259.67","257.17","62.06K","0.09%"
"2016년 10월 18일","257.98","256.17","258.04","255.99","59.07K","0.70%"
"2016년 10월 17일","256.19","255.90","257.07","253.71","55.16K","0.43%"
"2016년 10월 14일","255.09","254.70","255.91","254.66","61.59K","0.46%"
"2016년 10월 13일","253.93","256.19","256.60","253.79","58.49K","-0.89%"
"2016년 10월 12일","256.20","254.69","256.67","254.56","62.69K","0.02%"
"2016년 10월 11일","256.15","259.29","260.40","255.93","68.77K","-1.60%"
"2016년 10월 10일","260.31","258.85","260.71","257.68","74.08K","0.10%"
"2016년 10월 07일","260.06","261.17","261.53","259.73","62.37K","-0.41%"
"2016년 10월 06일","261.13","261.60","261.68","259.65","64.94K","0.83%"
"2016년 10월 05일","258.99","257.51","259.49","256.67","58.01K","-0.07%"
"2016년 10월 04일","259.18","259.51","259.74","258.55","62.56K","0.66%"
"2016년 09월 30일","257.49","258.30","258.91","257.29","74.92K","-1.10%"
"2016년 09월 29일","260.35","259.60","260.95","259.60","65.37K","0.83%"
"2016년 09월 28일","258.21","259.32","259.46","257.96","59.19K","-0.52%"
"2016년 09월 27일","259.57","256.16","259.87","255.16","58.68K","0.81%"
"2016년 09월 26일","257.48","258.07","259.32","256.90","43.88K","-0.34%"
"2016년 09월 23일","258.37","258.44","259.14","257.71","58.39K","0.01%"
"2016년 09월 22일","258.34","258.46","259.99","258.13","59.90K","0.71%"
"2016년 09월 21일","256.52","254.65","256.55","254.56","51.98K","0.56%"
"2016년 09월 20일","255.09","253.86","255.23","253.33","54.63K","0.46%"
"2016년 09월 19일","253.93","251.51","254.54","251.38","59.75K","0.86%"
"2016년 09월 13일","251.77","253.39","253.55","251.66","74.55K","0.49%"
"2016년 09월 12일","250.53","252.37","253.43","250.53","66.33K","-2.63%"
"2016년 09월 09일","257.31","258.68","258.94","256.21","70.05K","-1.36%"
"2016년 09월 08일","260.86","260.72","261.48","259.41","79.38K","0.21%"
"2016년 09월 07일","260.31","261.15","262.10","260.31","68.75K","-0.24%"
"2016년 09월 06일","260.93","259.39","261.16","259.26","49.97K","0.50%"
"2016년 09월 05일","259.64","257.85","259.74","257.63","54.17K","1.22%"
"2016년 09월 02일","256.50","256.16","256.73","255.57","49.27K","0.18%"
"2016년 09월 01일","256.03","254.95","256.13","253.86","56.10K","-0.33%"
"2016년 08월 31일","256.87","257.21","257.49","255.90","66.35K","-0.24%"
"2016년 08월 30일","257.49","257.27","258.93","257.00","56.52K","0.39%"
"2016년 08월 29일","256.49","254.93","256.66","254.45","62.76K","0.10%"
"2016년 08월 26일","256.23","256.17","256.76","255.02","68.30K","-0.40%"
"2016년 08월 25일","257.26","256.78","257.76","256.00","58.80K","-0.02%"
"2016년 08월 24일","257.30","258.40","258.65","256.54","54.46K","-0.43%"
"2016년 08월 23일","258.42","257.57","258.63","257.09","65.71K","0.45%"
"2016년 08월 22일","257.27","258.54","258.63","256.92","62.92K","-0.55%"
"2016년 08월 19일","258.69","258.42","258.84","257.54","72.80K","0.22%"
"2016년 08월 18일","258.11","256.62","258.23","255.80","64.01K","0.81%"
"2016년 08월 17일","256.04","255.82","256.32","254.60","63.81K","-0.04%"
"2016년 08월 16일","256.15","256.95","258.13","256.12","68.32K","-0.01%"
"2016년 08월 12일","256.17","256.86","257.88","255.70","74.92K","-0.00%"
"2016년 08월 11일","256.18","255.14","256.18","254.24","93.47K","0.29%"
"2016년 08월 10일","255.43","255.68","256.31","255.06","66.94K","-0.16%"
"2016년 08월 09일","255.85","254.38","256.24","254.19","60.35K","0.68%"
"2016년 08월 08일","254.11","253.34","254.18","252.51","64.33K","0.69%"
"2016년 08월 05일","252.36","250.21","252.40","249.96","62.00K","1.25%"
"2016년 08월 04일","249.24","250.22","250.34","248.65","54.04K","0.24%"
"2016년 08월 03일","248.65","250.56","250.56","248.60","74.70K","-1.30%"
"2016년 08월 02일","251.93","252.80","253.14","251.76","61.75K","-0.74%"
"2016년 08월 01일","253.81","252.91","254.02","252.81","91.15K","0.93%"
"2016년 07월 29일","251.48","252.24","253.37","251.48","87.04K","-0.15%"
"2016년 07월 28일","251.86","253.27","253.34","251.00","74.23K","-0.34%"
"2016년 07월 27일","252.73","252.63","253.20","252.13","78.39K","0.00%"
"2016년 07월 26일","252.72","250.19","252.76","249.90","73.29K","0.83%"
"2016년 07월 25일","250.65","250.40","251.49","249.69","68.80K","0.24%"
"2016년 07월 22일","250.04","249.43","250.70","248.97","55.60K","-0.16%"
"2016년 07월 21일","250.44","251.11","251.36","249.72","63.66K","-0.09%"
"2016년 07월 20일","250.66","250.37","250.66","249.08","60.02K","-0.12%"
"2016년 07월 19일","250.97","251.64","251.76","250.08","62.16K","-0.22%"
"2016년 07월 18일","251.52","251.08","251.65","250.31","55.90K","0.20%"
"2016년 07월 15일","251.02","250.61","251.72","249.99","75.74K","0.49%"
"2016년 07월 14일","249.80","248.95","249.96","248.36","67.35K","0.22%"
"2016년 07월 13일","249.25","249.44","250.26","247.74","78.64K","0.85%"
"2016년 07월 12일","247.14","247.36","248.35","246.62","72.91K","0.06%"
"2016년 07월 11일","246.99","245.64","247.42","245.44","63.84K","1.46%"
"2016년 07월 08일","243.43","244.30","245.40","242.72","62.67K","-0.48%"
"2016년 07월 07일","244.60","243.15","245.02","242.63","62.21K","1.13%"
"2016년 07월 06일","241.86","245.37","245.74","240.73","71.67K","-2.05%"
"2016년 07월 05일","246.91","247.67","247.84","246.51","54.81K","-0.29%"
"2016년 07월 04일","247.62","246.66","247.94","246.16","63.63K","0.45%"
"2016년 07월 01일","246.52","244.96","247.57","244.78","63.05K","0.97%"
"2016년 06월 30일","244.14","244.25","244.48","242.52","75.45K","0.75%"
"2016년 06월 29일","242.32","241.29","243.71","240.68","67.36K","0.93%"
"2016년 06월 28일","240.08","236.78","240.46","236.73","79.65K","0.33%"
"2016년 06월 27일","239.28","236.79","239.28","236.68","95.45K","0.03%"
"2016년 06월 24일","239.21","248.23","248.27","234.97","190.03K","-2.88%"
"2016년 06월 23일","246.31","246.42","246.81","245.64","65.98K","-0.18%"
"2016년 06월 22일","246.75","245.17","247.03","244.79","65.85K","0.57%"
"2016년 06월 21일","245.34","244.60","245.50","243.99","58.40K","0.07%"
"2016년 06월 20일","245.17","244.44","245.63","243.74","75.09K","1.47%"
"2016년 06월 17일","241.63","243.35","244.02","241.32","77.33K","0.01%"
"2016년 06월 16일","241.61","243.66","244.00","240.52","83.31K","-0.69%"
"2016년 06월 15일","243.30","243.41","244.16","242.19","84.10K","-0.02%"
"2016년 06월 14일","243.35","243.79","244.46","242.36","107.84K","-0.29%"
"2016년 06월 13일","244.05","246.74","246.96","243.70","79.11K","-1.97%"
"2016년 06월 10일","248.96","249.86","249.86","248.63","89.45K","-0.49%"
"2016년 06월 09일","250.19","250.19","251.51","248.46","138.77K","0.06%"
"2016년 06월 08일","250.04","248.24","250.04","247.68","90.73K","0.88%"
"2016년 06월 07일","247.85","245.55","247.86","245.54","79.44K","1.42%"
"2016년 06월 03일","244.39","244.94","244.94","243.67","86.35K","0.09%"
"2016년 06월 02일","244.18","243.88","244.66","243.31","78.95K","0.25%"
"2016년 06월 01일","243.58","242.70","244.19","242.48","78.84K","-0.02%"
"2016년 05월 31일","243.63","241.03","243.84","240.36","117.97K","0.79%"
"2016년 05월 30일","241.73","241.94","242.07","240.41","67.45K","-0.05%"
"2016년 05월 27일","241.85","241.25","242.41","240.74","92.23K","0.53%"
"2016년 05월 26일","240.58","241.56","242.05","240.45","130.28K","-0.14%"
"2016년 05월 25일","240.91","239.68","241.45","239.28","91.19K","1.37%"
"2016년 05월 24일","237.65","239.28","239.48","237.65","89.47K","-0.92%"
"2016년 05월 23일","239.85","239.60","240.08","237.81","57.83K","0.46%"
"2016년 05월 20일","238.74","238.67","239.59","238.23","65.91K","-0.13%"
"2016년 05월 19일","239.04","239.45","239.68","238.47","103.13K","-0.33%"
"2016년 05월 18일","239.82","240.32","240.46","238.14","103.98K","-0.50%"
"2016년 05월 17일","241.03","241.67","241.81","240.26","71.72K","0.09%"
"2016년 05월 16일","240.82","240.01","241.32","240.01","97.14K","0.09%"
"2016년 05월 13일","240.60","242.61","242.73","240.03","74.19K","-0.72%"
"2016년 05월 12일","242.34","242.23","243.12","241.66","81.72K","-0.30%"
"2016년 05월 11일","243.07","244.39","244.39","241.99","87.90K","-0.25%"
"2016년 05월 10일","243.68","241.97","243.68","241.77","114.28K","0.60%"
"2016년 05월 09일","242.23","242.84","243.11","241.63","98.23K","-0.44%"
"2016년 05월 04일","243.31","243.29","243.85","242.23","110.86K","-0.40%"
"2016년 05월 03일","244.29","244.88","244.90","243.48","71.15K","0.34%"
"2016년 05월 02일","243.47","244.86","244.88","243.27","78.97K","-0.71%"
"2016년 04월 29일","245.20","245.90","246.01","243.89","104.34K","-0.43%"
"2016년 04월 28일","246.27","249.42","249.52","245.91","108.54K","-0.97%"
"2016년 04월 27일","248.69","248.87","249.09","248.28","163.10K","-0.09%"
"2016년 04월 26일","248.92","247.81","249.22","247.70","134.48K","0.32%"
"2016년 04월 25일","248.13","248.33","248.45","247.08","129.12K","-0.08%"
"2016년 04월 22일","248.32","248.44","248.86","247.74","105.79K","-0.43%"
"2016년 04월 21일","249.39","248.45","249.50","247.92","87.88K","0.86%"
"2016년 04월 20일","247.26","248.63","249.56","247.26","93.35K","-0.25%"
"2016년 04월 19일","247.88","248.67","249.34","247.49","99.75K","-0.05%"
"2016년 04월 18일","248.00","246.70","248.04","246.32","82.38K","-0.21%"
"2016년 04월 15일","248.53","248.47","249.03","247.68","99.58K","-0.14%"
"2016년 04월 14일","248.89","247.01","248.90","246.76","136.90K","2.13%"
"2016년 04월 12일","243.71","242.05","243.94","241.72","102.08K","0.68%"
"2016년 04월 11일","242.06","241.79","242.29","240.65","89.46K","0.12%"
"2016년 04월 08일","241.77","240.59","241.84","239.57","117.36K","-0.21%"
"2016년 04월 07일","242.29","243.05","243.27","241.03","138.88K","0.12%"
"2016년 04월 06일","241.99","240.85","242.59","240.65","103.09K","0.59%"
"2016년 04월 05일","240.58","242.10","242.25","240.28","63.93K","-1.02%"
"2016년 04월 04일","243.05","242.38","243.06","241.73","68.62K","0.28%"
"2016년 04월 01일","242.36","245.59","245.66","241.82","157.19K","-1.42%"
"2016년 03월 31일","245.86","246.95","247.26","244.55","89.22K","-0.28%"
"2016년 03월 30일","246.54","246.98","247.58","246.07","103.09K","0.41%"
"2016년 03월 29일","245.53","244.55","245.88","244.11","103.64K","0.65%"
"2016년 03월 28일","243.95","243.86","244.96","243.66","104.25K","0.07%"
"2016년 03월 25일","243.79","244.61","244.65","243.33","73.17K","-0.12%"
"2016년 03월 24일","244.08","244.30","245.00","243.31","74.74K","-0.47%"
"2016년 03월 23일","245.23","245.33","246.18","244.45","72.96K","-0.07%"
"2016년 03월 22일","245.41","244.75","245.41","244.06","73.84K","0.46%"
"2016년 03월 21일","244.28","245.44","245.95","243.20","72.83K","-0.14%"
"2016년 03월 18일","244.63","245.25","245.27","243.72","77.05K","0.22%"
"2016년 03월 17일","244.09","243.65","245.84","243.58","88.89K","0.72%"
"2016년 03월 16일","242.35","242.04","243.43","241.63","73.42K","0.22%"
"2016년 03월 15일","241.83","242.47","243.00","241.28","67.44K","-0.13%"
"2016년 03월 14일","242.15","243.90","243.94","241.93","73.87K","0.07%"
"2016년 03월 11일","241.97","241.29","242.62","241.17","60.92K","0.22%"
"2016년 03월 10일","241.43","239.91","242.51","239.47","84.24K","0.96%"
"2016년 03월 09일","239.13","237.64","239.13","237.21","76.74K","0.29%"
"2016년 03월 08일","238.44","240.27","240.27","237.32","119.59K","-0.74%"
"2016년 03월 07일","240.21","240.47","240.91","239.84","134.37K","0.20%"
"2016년 03월 04일","239.74","239.84","240.31","238.93","116.64K","-0.15%"
"2016년 03월 03일","240.09","240.20","240.20","238.68","111.24K","0.61%"
"2016년 03월 02일","238.63","238.45","239.08","238.08","108.55K","1.70%"
"2016년 02월 29일","234.63","235.40","236.28","234.63","80.36K","-0.25%"
"2016년 02월 26일","235.22","236.39","236.46","234.86","77.67K","-0.06%"
"2016년 02월 25일","235.37","235.57","236.91","233.87","73.32K","0.20%"
"2016년 02월 24일","234.91","234.30","235.58","233.96","70.37K","-0.05%"
"2016년 02월 23일","235.03","236.54","236.67","234.42","70.24K","0.03%"
"2016년 02월 22일","234.95","234.58","235.73","233.78","59.59K","-0.14%"
"2016년 02월 19일","235.27","234.11","235.31","233.47","74.34K","0.23%"
"2016년 02월 18일","234.74","235.08","235.11","233.52","81.41K","1.21%"
"2016년 02월 17일","231.94","231.66","233.30","230.87","95.03K","0.18%"
"2016년 02월 16일","231.52","229.26","232.13","228.87","76.71K","1.37%"
"2016년 02월 15일","228.40","227.84","228.81","226.86","82.00K","1.52%"
"2016년 02월 12일","224.98","225.50","226.63","223.37","122.06K","-0.76%"
"2016년 02월 11일","226.70","227.77","228.35","226.26","83.57K","-2.83%"
"2016년 02월 05일","233.30","232.73","233.93","232.27","90.04K","0.17%"
"2016년 02월 04일","232.91","230.30","232.94","230.12","84.73K","1.72%"
"2016년 02월 03일","228.97","229.29","229.36","227.77","77.80K","-0.92%"
"2016년 02월 02일","231.10","232.27","232.95","231.05","87.26K","-1.10%"
"2016년 02월 01일","233.67","232.87","233.84","232.13","106.26K","0.68%"
"2016년 01월 29일","232.10","230.97","232.10","228.80","107.90K","0.25%"
"2016년 01월 28일","231.51","229.07","231.62","228.02","131.30K","0.24%"
"2016년 01월 27일","230.96","229.19","231.13","228.83","92.89K","1.66%"
"2016년 01월 26일","227.19","228.66","229.06","226.16","89.53K","-1.31%"
"2016년 01월 25일","230.21","229.98","231.37","228.99","75.66K","0.62%"
"2016년 01월 22일","228.79","226.35","228.79","226.31","115.53K","2.23%"
"2016년 01월 21일","223.81","224.83","226.61","223.81","145.37K","-0.33%"
"2016년 01월 20일","224.54","229.29","229.30","222.92","121.08K","-2.41%"
"2016년 01월 19일","230.08","228.79","230.12","227.03","80.14K","0.65%"
"2016년 01월 18일","228.59","225.56","229.16","225.33","79.30K","-0.08%"
"2016년 01월 15일","228.78","233.38","233.76","228.01","96.87K","-1.12%"
"2016년 01월 14일","231.38","230.68","231.52","229.41","78.14K","-0.92%"
"2016년 01월 13일","233.52","232.24","234.26","231.89","71.91K","1.29%"
"2016년 01월 12일","230.55","232.45","232.85","230.25","72.24K","-0.12%"
"2016년 01월 11일","230.83","230.77","232.27","230.34","76.83K","-1.22%"
"2016년 01월 08일","233.68","230.40","233.78","229.91","117.16K","0.75%"
"2016년 01월 07일","231.93","233.23","234.54","231.52","88.01K","-1.14%"
"2016년 01월 06일","234.60","236.48","236.48","233.27","89.01K","-0.65%"
"2016년 01월 05일","236.13","233.96","237.25","233.96","67.02K","0.64%"
"2016년 01월 04일","234.63","239.30","239.35","234.63","68.18K","-2.39%"
"2015년 12월 30일","240.38","242.13","242.42","240.03","67.55K","-0.35%"
"2015년 12월 29일","241.22","240.69","241.61","238.90","61.63K","-0.24%"
"2015년 12월 28일","241.79","245.38","245.51","241.79","66.38K","-1.44%"
"2015년 12월 24일","245.33","247.81","247.96","245.33","58.78K","-0.49%"
"2015년 12월 23일","246.53","245.64","247.49","244.97","68.71K","0.43%"
"2015년 12월 22일","245.48","244.06","245.51","242.58","69.97K","0.71%"
"2015년 12월 21일","243.76","243.01","244.69","242.01","53.53K","0.31%"
"2015년 12월 18일","243.00","241.71","244.14","241.42","61.14K","-0.48%"
"2015년 12월 17일","244.17","245.20","245.69","242.77","63.27K","0.28%"
"2015년 12월 16일","243.49","240.89","244.37","240.82","66.77K","1.96%"
"2015년 12월 15일","238.80","239.13","239.54","237.98","54.29K","0.26%"
"2015년 12월 14일","238.17","237.55","238.49","236.94","72.62K","-0.91%"
"2015년 12월 11일","240.35","240.65","241.83","239.78","61.34K","-0.10%"
"2015년 12월 10일","240.60","239.28","241.31","238.99","81.18K","0.50%"
"2015년 12월 09일","239.40","239.59","240.30","238.67","65.35K","0.07%"
"2015년 12월 08일","239.23","240.86","241.77","239.19","63.31K","-0.60%"
"2015년 12월 07일","240.68","243.76","243.81","240.67","48.48K","-0.61%"
"2015년 12월 04일","242.15","241.86","243.31","241.64","47.98K","-1.03%"
"2015년 12월 03일","244.68","245.46","245.49","243.12","49.72K","-0.78%"
"2015년 12월 02일","246.60","248.90","249.00","246.60","55.56K","-0.84%"
"2015년 12월 01일","248.70","245.47","249.08","245.39","61.34K","1.83%"
"2015년 11월 30일","244.24","248.30","248.40","243.85","117.53K","-1.94%"
"2015년 11월 27일","249.07","250.46","250.60","248.93","66.68K","-0.14%"
"2015년 11월 26일","249.43","247.21","249.91","247.21","84.30K","1.16%"
"2015년 11월 25일","246.58","247.79","247.85","246.45","70.52K","-0.38%"
"2015년 11월 24일","247.51","245.96","248.05","245.77","69.43K","0.65%"
"2015년 11월 23일","245.92","245.48","246.86","244.94","69.10K","0.46%"
"2015년 11월 20일","244.80","244.74","245.50","244.31","97.65K","0.00%"
"2015년 11월 19일","244.79","243.10","244.79","242.54","73.73K","1.39%"
"2015년 11월 18일","241.44","241.76","242.65","241.16","80.10K","0.07%"
"2015년 11월 17일","241.26","241.99","242.93","240.93","62.91K","1.00%"
"2015년 11월 16일","238.87","239.41","240.81","238.84","98.79K","-1.58%"
"2015년 11월 13일","242.71","243.16","243.98","242.56","59.94K","-0.99%"
"2015년 11월 12일","245.14","245.73","245.97","245.00","49.48K","-0.29%"
"2015년 11월 11일","245.86","245.47","246.65","244.13","64.21K","0.00%"
"2015년 11월 10일","245.86","247.77","247.84","244.94","77.45K","-1.34%"
"2015년 11월 09일","249.21","249.87","250.01","248.29","75.32K","-0.42%"
"2015년 11월 06일","250.25","251.53","252.05","249.80","76.27K","-0.61%"
"2015년 11월 05일","251.79","251.77","252.13","250.58","60.05K","-0.21%"
"2015년 11월 04일","252.33","252.74","253.22","251.11","60.77K","0.08%"
"2015년 11월 03일","252.12","251.44","252.94","251.33","92.48K","0.61%"
"2015년 11월 02일","250.60","249.86","250.66","249.33","61.87K","0.48%"
"2015년 10월 30일","249.41","249.20","250.87","248.83","76.80K","0.19%"
"2015년 10월 29일","248.93","251.19","253.41","248.85","138.19K","-0.34%"
"2015년 10월 28일","249.79","250.03","250.03","248.33","87.71K","-0.10%"
"2015년 10월 27일","250.04","249.52","250.18","248.71","64.32K","-0.13%"
"2015년 10월 26일","250.36","250.58","250.63","249.38","67.72K","0.38%"
"2015년 10월 23일","249.41","249.82","251.32","248.97","80.98K","0.89%"
"2015년 10월 22일","247.22","249.04","249.43","246.69","89.01K","-0.81%"
"2015년 10월 21일","249.25","248.40","250.59","247.93","83.57K","0.29%"
"2015년 10월 20일","248.53","247.57","248.72","247.07","78.29K","0.43%"
"2015년 10월 19일","247.47","247.49","248.19","246.44","54.64K","0.04%"
"2015년 10월 16일","247.37","248.34","248.35","246.71","66.05K","-0.21%"
"2015년 10월 15일","247.89","244.82","248.53","244.69","70.56K","1.20%"
"2015년 10월 14일","244.94","245.43","245.74","243.91","69.34K","-0.45%"
"2015년 10월 13일","246.04","246.22","247.04","245.10","71.24K","-0.18%"
"2015년 10월 12일","246.49","246.16","247.49","245.29","104.49K","0.19%"
"2015년 10월 08일","246.02","244.82","246.02","243.25","74.52K","1.03%"
"2015년 10월 07일","243.52","241.14","243.60","241.13","63.80K","1.39%"
